page	part_number	quantity	description
203	8533	1	Oil-pump screen (upper) side.
203	8532	1	Oil-pump screen (upper) top.
203	8535	1	Oil-pump screen (upper) nut.
203	8536	1	Oil-pump screen (upper) nut lock.
203	174	1	Oil-pump screen (upper) dowel.
203	8461	2	Crank case to cam-shaft oil-tube assembly (3/16 inch by ⅜ inch).
203	8463	1	Crank case to cam-shaft oil-tube connection.
203	8236	1	Crank case oil-tube union connection gasket.
203	131	2	Stud (¼ inch—28 by 1¼ inches std.).
203	101	2	Nut (¼ inch—28 std.).
203	106	2	Cotter (1/16 inch by ½ inch).
203	13149	12	Piston (20.5 per cent low compression).
203	13138	12	Piston ring.
203	8057	12	Piston ring (intermediate).
203	8055	24	Piston ring (top and bottom).
203	12547	24	Piston-ring retainer.
205	M-178	1	Longitudinal channel (port).
205	M-179	1	Longitudinal channel (starboard).
205	M-180	1	Transverse channel (back).
205	M-181	1	Transverse channel (front).
205	M-182	1	Double-point suspension bracket (port).
205	M-183	1	Double-point suspension bracket (starboard).
205	M-184	1	Single-point suspension bracket.
205	M-185	1	Gusset plates for engine bearer (starboard).
205	M-186	1	Gusset plates for engine bearer (port).
205	M-187	1	Packing under front bracket.
205	M-188	2	Packing under back brackets.
205	M-189	1	Cleat for front engine bearer.
205	988A	1	Hand-starter ratchet.
205	988B	1	Collar for starter shaft.
205	988C	1	Key for ratchet.
205	988D	1	Starter sleeve.
205		1	½ by ⅝ headless set screw for ratchet.
205		1	5/16 by 3⅜ pin for collar.
205	989A	1	Hand-starter lever.
205	990A	1	Supporting flange.
205	990B	1	Starter shaft.
205	990C	1	Starter spring.
205	990C	1	Starter spring.
205		4	½ by 1½ bolt with nuts for flange.
205		4	½ lock washers.
205	M-246	1	Flange coupling for bevel-pinion shaft.
205	M-247	1	Bevel pinion and shaft.
205	M-248	1	Washer for bevel-pinion shaft.
205	M-249	2	Distance piece for bevel-pinion shaft.
205	M-250	1	Stuffing box and Timken bearing case.
205	M-251	1	Stuffing-box gland.
205	M-252	1	Stuffing-box disk.
205	M-253	1	Oil-retaining washer for stuffing box.
205	M-254	1	Packing washers for bevel-pinion adjustment.
205	M-255	1	Bevel and epicyclic cross shaft.
205	M-256	2	Retaining rings for cross shaft.
205	M-257	1	Clutch for bevel-gear cross shaft.
205	M-258	2	Bevel wheel for cross shaft.
205	M-259	2	Flanged sleeve for bevel wheel.
205	M-260	2	Packing washers for bevel-wheel adjustment.
205	M-261	2	Bushing for flanged sleeve (internal).
205	M-262	2	Bushing for flanged sleeve bearing (external).
205	M-263	1	Bevel-gear case.
205	M-264	1	Bevel-gear case cover.
205	M-265	2	Bushing for brake bearing.
205	M-266	2	Cap for brake bearing.
205	M-267	2	Epicyclic sun pinion and sleeve (small).
205	M-268	2	Bushing for sun pinion.
205	M-269	2	Brake wheel for sun pinion.
205	M-270	6	Epicyclic planet pinions (small).
205	M-271	6	Bushings for planet pinion (small).
205	M-272	6	Bushings for planet pinion (small).
205	M-273	2	Rings for planet pinion (small).
205	M-274	6	Pins for planet pinion (small).
205	M-275	2	Epicyclic spur rings (small).
205	M-276	2	Disks for epicyclic spur ring (small).
205	M-277	2	Epicyclic gear case.
205	M-278	2	Epicyclic gear case and brake.
205	M-279	2	Epicyclic spur rings (large).
205	M-280	6	Epicyclic planet pinion (large).
205	M-281	2	Timken bearing.
205	M-282	6	Bushings for planet pinion (large).
205	M-283	6	Bushings for planet pinion (large).
205	M-284	6	Pins for planet pinion (large).
205	M-285	2	Rings for planet pinion (large).
205	M-286	2	Disks for planet pinion (large).
205	M-287	2	Sun pinions (large).
205	M-288	2	Washers for planet disk.
205	M-289	2	Sprocket shaft.
205	M-290	6	Retaining rings for shaft.
205	M-291	2	Chain sprocket pinions.
207	M-292	2	Brake wheels for sprocket shaft.
207	M-293	2	Sprocket-bearing brackets (inside).
207	M-294	2	Sprocket-bearing caps (inside).
207	M-295	4	Oil box cover for (outside and inside).
207	M-296	2	Sprocket-bearing bushes (outside).
207	M-297	2	Sprocket-bearing brackets (outside).
207	M-298	2	Sprocket-bearing caps (outside).
207	M-299	2	Sprocket-bearing bushing (outside).
207	M-300	8	Dowels for bearing.
207	M-301	1	Clutch fork for reversing gear.
207	M-302	1	Striking rod for reversing gear.
207	M-303	1	Top lever for reversing gear.
207	M-304	1	Bottom lever for reversing gear.
207	M-305	1	Vertical shaft for reversing gear.
207	M-306	2	Vertical shaft bearings for reversing gear.
207	M-307	1	Dodent plunger.
207	M-308	1	Plunger spring.
207	M-309	1	Plunger cap.
207	M-310	2	Oil-retaining washer for bushing.
207	M-311	3	Oil-filling cap for gear case.
207	M-313	6	Nuts for planet pinion (large).
207	M-314	7	Nuts for planet pinion (small).
207	M-315	4	Joint for epicyclic gear case.
207	M-316	3	Joint ring for oil-filling cup.
207	M-317	6	Bolts for planet pinion ring (small).
207	M-318	6	Bolts for planet pinion ring (large).
207	M-326	2	Gasket for bevel-gear case to cover.
207	M-328	1	Support foot for epicyclic.
207	M-330	4	Lever handle.
207	M-331	4	Brake-adjusting swivel pin.
207	M-332	4	Brake-adjusting nut.
207	M-335	4	Brake-adjusting screw.
207	M-335	4	Brake-adjusting spring.
207	M-336	8	Brake pin, free end.
207	M-337	4	Brake-suspension link.
207	MX		No MX numbers shown.
207	M-338	4	Brake-suspension bracket.
207	M-339	2	Low-gear and track brake-suspension pin.
207	M-340	2	Locking belt for pin.
207	M-341	2	Brake-stop bracket.
207	M-342	2	Brake-stop bar.
207	M-343	4	Low-gear and brake-stop screw.
207	M-344	4	Low-gear brake band.
207	M-346	12	Low-gear brake band lining.
207	M-348	2	Low-gear brake anchor pin.
207	M-349	4	Track brake band.
207	M-351	12	Track brake band lining.
207	M-352	1	Track brake strap complete.
207	M-353	2	Track brake anchor pin.
207	M-355	2	High-speed brake lever.
207	M-356	4	Free end pin—high-speed brake.
207	M-357	2	Adjusting nut, high-speed brake.
207	M-358	2	Adjusting screw, high-speed brake.
207	M-359	2	High-speed brake band, long end.
207	M-360	2	High-speed brake band, short end.
207	M-361	2	Anchor end high-speed brake band.
207	M-362	2	Anchor bracket high-speed brake.
207	M-363	2	Anchor pin high-speed brake.
207	M-364	6	High-speed brake lining.
207	M-365	2	High-speed brake band clip.
207	M-366	2	High-speed brake bottom band stop.
207	M-367	2	High-speed brake strap complete.
207	M-369	2	High-speed brake suspension spring.
207	M-372	1	Epicyclic gear frame.
207	M-373	1	Top channel—epicyclic gear frame.
207	M-374	1	Bottom channel—epicyclic gear frame.
207	M-375	1	Middle diaphragm—epicyclic gear frame.
207	M-376	1	R. H. inner angle—epicyclic gear frame.
207	M-377	1	L. H. inner angle—epicyclic gear frame.
207	M-378	2	Outside angle—epicyclic gear frame.
207	M-380	2	Top gusset left inner diaphragm. / Bottom guset right inner diaphragm.
207	M-382	2	Top gusset right inner diaphragm. / Bottom gusset left inner diaphragm.
207	M-383	2	Corner gussets outside diaphragm epicylcic gear frame.
207	M-384	2	Corner gussets outside diaphragm epicyclic gear frame.
207	M-385	2	Suspension link stop epicyclic gear frame.
209	M-386	8	Main packing pieces epicyclic gear frame.
209	M-387	4	Additional piece epicyclic gear frame.
209	M-388	2	Holding bolts “A” epicyclic gear frame.
209	M-389	2	Screws “B” epicyclic gear frame.
209	M-390	2	Screws “C” epicyclic gear frame.
209	M-391	2	Epicyclic gear support foot.
209	M-392	2	Sprocket bearing brass (inside).
209	M-393	2	Sprocket bearing brass (inside).
209	M-394	4	Sprocket bearing shims (inside).
209	M-395	2	Sprocket bearing brass (outside).
209	M-396	2	Sprocket bearing brass (outside).
209	M-397	4	Sprocket bearing shims (outside).
209	M-398	2	Back band stop—high-speed brake.
209	M-399	2	Top band stop—high-speed brake.
209	M-400	6	Set screw stop—high-speed brake.
209	M-401	2	Hoffman B thrust washer W4.
209	MX		MX numbers not noted.
209	SH140C	1	Top exhaust elbow, right.
209	SH140E	1	Top exhaust elbow, left.
209	SH140D	1	Bottom exhaust elbow, right.
209	SH140F	1	Bottom exhaust elbow, left.
209	SH158D	4	Exhaust-pipe gasket.
209	SH139D	6	3/32 by 1⅛ inch taper pin.
209	M-3713	2	Exhaust pipe to silencer.
209	M-3716	2	Exhaust tail pipe from silencer.
209	M-3714	2	Silencer tail pipe elbow.
209	SH158D	12	Exhaust manifold gasket.
209	SH403C	2	Exhaust tube support.
209	SH402F	2	Manifold tee.
209	SH402Q	4	Manifold tee thimble.
209	SH403A	2	Exhaust pipe.
209	SH403B	2	Exhaust pipe.
209	SH401A	2	Cut-out body.
209	SH402A	2	Cut-out valve.
209	SH403B	2	Cut-out lever.
209	SH402C	2	Cut-out shaft.
209	SH402D	2	Cut-out spring anchor pin.
209	SH402E	2	Cut-out spring.
209	M-48	2	Silencer washer.
209	SH402G	2	Cut-out.
209	SH402H	2	Manifold tee deflector.
209	SH403A	2	Exhaust pipe.
209	SH403B	2	Exhaust pipe.
209	SH403C	2	Exhaust-pipe support.
209	SH599A	2	Exhaust manifold.
209	SH158A	2	Filler plate for exhaust hole in floor plate.
209	SH158B	12	Exhaust manifold gasket.
209	M-1123	1	Detail of bevel box.
209	M-1124	1	Cover for bevel gear box.
209	M-1125	2	Bevel wheel.
209	M-1126	1	Bearing cover plate.
209	M-1127	1	Short-distance tube.
209	M-1128	1	Long-distance tube.
209	M-1129	1	Pulley-distance piece.
209	SH193C	1	Chain wheel.
209	M-1131	1	Chain-wheel spindle.
209	M-1132	1	Pulley spindle.
209	B-113—21153	1	Driving pulley.
209	M-1133	4	Timken roller bearing 316–312.
209	M-1134	1	Coventry N. L. chain L 2 A, 2 by 3.
209	M-1135	2	Whittle belt.
209	SH146A	1	Bearing cover plate gasket.
209	SH146B	2	Bevel gear box side cover.
209	SH194A	1	Bevel gear housing upper gasket cover.
209	SH194B	2	Bevel gear box side cover gasket.
209	SH196A	2	Key for spindle.
209	SH196B	2	⅝-inch nut.
209	SH196C	2	Plain washer for bevel gear.
211	M-1030	1	Jockey pulley.
211	M-1031	1	Arm for jockey pulley.
211	M-1032	1	Removable side plate for air duct (between rad. and fan).
211	M-1033	1	Removable bottom plate (between rad. and fan).
211	M-1034	1	Front bottom plate.
211	M-1035	1	Top and corner plates for air duct (between rad. and fan).
211	M-1036	1	Air duct (between radiator and roof).
211	M-1037	1	Plate for air duct (on top of radiator)
211	M-1038	1	Cover for air-duct mud hole.
211	M-1039	1	Cover joint for air-duct mud hole.
211	M-1040	1	Air-duct seal for corner.
211	M-1041	1	Air-duct seal for radiator tank.
211	M-1042	1	Air-duct seal for radiator port side plate.
211	M-1045	2	Pin for jockey pulley.
211	M-1046	1	Distance tube for jockey pulley.
211	M-1047	1	Cover plate for jockey pulley.
211	M-1048	1	Bracket for jockey pulley.
211	M-1049	1	Adjusting plate for jockey pulley.
211	M-1050	1	Adjusting rod for jockey pulley.
211	M-1062	1	Journal bearing ¾-inch bore, 2-inch O. D., 11/16 inch wide.
211	A-113—21153	1	Driving pulley.
211	M-564	1	Spring for jockey pulley.
211	SH957A	1	Housing for 7.5 fan.
211	SH958A	1	Fan spindle.
211	SH958B	1	Coupling sleeve.
211	SH958C	1	Gear sleeve.
211	SH958D	1	Gear washer.
211	SH958E	2	Coupling nut.
211	SH958F	2	Gear nut.
211	SH958G	1	Inlet stud.
211	SH958H	4	Bearing holder stud.
211	SH959A	1	Inlet cone.
211	SH959B	1	Ball-bearing holder.
211	SH959C	1	Adapter piece.
211	SH959D	1	Bearing cap.
211	SH959E	3	Bearing cap.
211	SH960A	1	20-inch conoidal wheel.
211	SH960B	1	Intake box.
211	SH961A	1	Fan discharge box.
211	M-1054	1	Inlet duct assembly.
211	SH900A	2	Air-pressure pump bushing.
211	SH900B	1	Air-pressure pump pulley.
211	SH900C	4	Air-pressure pump cylinder.
211	SH900D	1	Air-pressure pump shaft.
211	SH901A	4	Air-pressure pump spring.
211	SH901B	4	Air-pressure pump check nut.
211	SH901C	2	Air-pressure pump bushing.
211	SH901D	4	Air-pressure pump piston.
211	SH901E	4	Air-pressure pump displacement plug.
211	SH901F	1	Air-pressure pump airhole cover.
211	SH903A	1	Air-pressure pump base.
211	SH981A	1	Air tube 33¼ long
211	SH981B	1	Air tube 25 long
211	SH981C	1	Air tube 10⅜ inches long
211	SH981D	1	Air tube 26 inches long
211	SH981E	1	Air tube 25 inches long
211	SH981F	1	Air tube 29¾ long—armored flexible brass tubing—¼ inside diameter—Union / and ¼-inch male pipe adapter one end—Union—elbow and ⅛-inch male / pipe adapter other end.
211	SH981G	2	Air tube 26 long
211	SH981H		Air tube 31¼ long
211	SH982A	1	Air tube 88 long—armored flexible brass tubing ¼ inside diameter—Union / and ¼ male pipe adapter one end—Union—elbow and ⅛-inch male pipe / adapter on other.
213	SH982B	3	Air tube, copper tubing ¼ outside diameter. / Following parts fastened to each tube: / 1, ¼ brazing union, brazing both ends. / 1, ¼ brazing union, ⅛ male pipe thread one end. / 1, ¼ by ⅛ pipe bushing mall iron. / 1, ¼ mall iron tee. / 1, ¼ W. I. pipe nipple 1¼ long. / 1, ¼ brass vertical ball check valve.
213	SH982C	3	Air tube A=12½
213	SH982D	1	Air tube A=16
213	SH982E		Air tube A=19½ / 1 brazing union tee, ⅛ male pipe thread each side. / 1, ¼ by ⅛ reducing elbow.
213	982F	1	Air tube, copper tubing ¼ inch outside diameter. Following parts fastened / to each tube: / 1 brazing union brazing both ends. / 1 brazing union, male pipe thd. one side. / 1, ⅛ by ¼ bushing mall iron. / 1, ¼ cross. / 1, ¼ air cock brass. / 1, ¼ close nipple. / 1, ¼ brass horizontal check valve.
213	982G	1	Air tube—copper tubing ¼ in. outside dia. Fastened in tube are following / parts: / 3 brass lever handled cocks. / 2 brass brazing tees. / 1 brazing union, ⅛-inch male pipe thd. one end. / 1 ¼ by ⅛ reducer.
213	982H	1	Air tube—copper tubing ¼ in. outside dia. Fastened to tube are: / 1 brazing union—⅛-inch male pipe thd. one end. / 1 ¼ by ⅛ reducing elbow.
213	SH980A	1	Air gauge board, oak.
213	SH980B	1	Hand-pressure air pump, complete.
213	SH980C	3	Air-pressure gauge.
213		9	No. 4 by ¾ round head brass wood screws.
213	SH980C	2	Bracket for air-gauge board.
213		4	⅜ by 1 bolts gauge boards with nuts.
213			¼ by ⅝ bolts gauge pump.
213	SH985C	2	½ mal. iron elbows.
213	SH985D	1	½-inch w. i. pipe nipple, 2 inches long.
213	SH985E	1	½-inch w. i. pipe nipple, 3¼ inches long.
213	SH985B	1	½ street elbow.
213	SH950A	1	Tank.
213	SH950B	1	Valve bracket.
213	SH950C	1	Float.
213	SH950D	1	Air-pipe connection.
213	SH950E	1	Valve.
213	SH950F	1	Float rod.
213	SH950G	1	Pin for valve bracket.
213	SH972A	2	Regulating tank support.
213	SH950H	1	Valve bracket holder and gas inlet.
213	SH984A	1	Flexible petrol tube 12.25 long.
213	SH984B	1	Flexible petrol tube 14.5 long.
213	SH984C	1	Flexible petrol tube 26.75 long.
213	SH984D	1	Flexible petrol tube 81 long.
213	SH894E	1	Flexible petrol tube 20 long.
213	SH985B	2	5 Street elbow m. i.
213	SH985C	2	5 m. i. elbow.
213	SH985D	1	5 by 2 w. i. pipe nipple.
213	SH985G	1	5m.i. pipe coupling.
213	SH985A	1	Subassembly-connection-comb. tap to flexible tubing.
213	SH985F		Subassembly-connecting-req. tank to flexible tubing.
213	M-1755	3	Petrol tank.
213	M-1757	3	Flange for drain plug.
213	M-1758	3	Washer for drain plug.
213	SH951B	3	Filler-cap flange.
213	M-1761	3	Filler-cap flange stiffening ring.
213	SH951C	1	Combination tap body.
215	SH951E	1	Combination tap plug.
215	M-1765	3	Petrol tank suction pipe.
215	C-153—21256	3	Petrol tank strainer.
215	B-153—21256	3	Petrol tank filler cap.
215	D-153—21256	3	Washer for filler cap.
215	E-152—21256	3	Drain plug.
215	M-1785	1	Port cover for petrol tank.
215	M-1786	1	Starboard cover for petrol tank.
215	M-1787	1	Strip on port cover.
215	M-1788	1	Strip on cover plate.
215	M-1789	4	Half hinge for cover.
215	M-1790	4	Half hinge for cover.
215	M-1791	4	Pin for hinge.
215	J-206—21067	2	Handle for cover.
215	M-1794	2	Arrangement of lock on cover.
215	M-716	2	Bracket for lock.
215	M-1756	3	Filler cap stiffening ring inside tank.
215	M-1766	3	Filler flange joint.
215	SH951F	3	Washer for tap plug.
215	SH951G	3	Washer for tap plug.
215	SH951A	3	Thackeray “washer” for tap plugs.
215	M-718	2	Packing piece for lock.
215	M-720	2	Catch for lock.
215	M-722	2	Spring for lock.
215	M-1793	2	Spindle for lock.
215	H-20—21195	3	Washer for lock.
215	M-1756	3	Filler cap stiffening ring inside tank.
215	M-1766	3	Filler flange joint.
215	M-3777	1	6-pdr. gun pedestal top plate, starboard side.
215	M-3778	1	6-pdr. gun pedestal top plate, port side.
215	M-3779	2	6-pdr. gun pedestal base plate.
215	M-3780	2	6-pdr. gun pedestal back plate.
215	M-3781	2	6-pdr. gun pedestal front plate.
215	M-3782	2	6-pdr. gun pedestal side plate.
215	M-3783	2	6-pdr. gun pedestal shell plate.
215	M-3784	2	6-pdr. gun pedestal shell plate.
215	M-3785	2	Hotchkiss gun support blank.
215	M-3786	2	Stiffener for Hotchkiss gun block.
215	M-3789	2	6-pdr. gun pedestal angle for back plate.
215	M-3788	2	6-pdr. gun pedestal angle for top plate, starboard.
215	M-3790	2	6-pdr. gun pedestal angle for back plate.
215	M-3791	2	6-pdr. gun pedestal angle at corner.
215	M-3792	1	6-pdr. gun pedestal angle for front plate.
215	M-3793	1	6-pdr. gun pedestal angle for front plate.
215	M-3794	2	6-pdr. gun pedestal angle for front plate.
215	M-3795	2	6-pdr. gun pedestal angle for front plate.
215	M-3796	2	6-pdr. gun pedestal angle for side plate.
215	M-3797	2	6-pdr. gun pedestal angle for side plate.
215	M-3798	4	6-pdr. pedestal for stop bracket.
215	M-3799	2	6-pdr. gun pedestal angle for front side plate.
215	M-3800	1	6-pdr. pedestal angle for top plate port-side gun.
215	M-3803	2	6-pdr. pedestal, stop bar for shell holder.
215	M-3804	2	6-pdr. pedestal, stop bar for shell holder.
215	M-3805	2	6-pdr. pedestal, stop bar for shell holder.
215	M-3806	2	6-pdr. pedestal shell block.
215	M-3024	6	Shell holder bracket.
215	M-3025	6	Shell holder bracket pin.
215	M-3023	6	Shell holder plunger.
215	Q-38—21192	6	Shell holder spring.
215	M-3020	6	Shell holder spring case.
215	C-37—21191	26	6-pdr. case shell tube.
215	M-3817	26	6-pdr. case shell expansion tube.
215	A-37—21192	24	6-pdr. common shell tube.
215	B-37—21191	24	Expansion tube.
215	M-702	1	Side door (upper part), port side.
215	M-703	1	Side door (upper part) starboard side.
215	M-704	1	Side door (lower part), port side.
217	M-705	1	Side door (lower part) starboard side.
217	M-706	8	Hinge for side door.
217	M-707	4	Hinge pin and nut.
217	M-708	4	Clip for side door.
217	M-709	4	Butt strap for side door.
217	M-710	2	Splash plate for side door (bottom).
217	M-711	2	Splash plate for side door (top).
217	M-712	2	Splash plate for side door (rear).
217	M-713	1	Splash plate for side door (front) port.
217	M-714	1	Splash plate for side door (front) starboard.
217	M-715	2	Bracket for side door lock (port).
217	M-716	2	Bracket for side door lock (starboard).
217	M-717	2	Packing piece for side door lock (port).
217	M-718	2	Packing piece for side door lock (starboard).
217	M-719	2	Catch for side door lock (port).
217	M-720	2	Catch for side door lock (starboard).
217	M-721	4	Spindle for side door lock.
217	M-722	4	Spring for side door lock.
217	M-20—21195	4	Handle for side door lock.
217	M-3120	2	Cover plate for hemispherical turret.
217	M-2431	4	Arrangement of side door lock.
217	M-1927	1	Floor beam between floor plates 3 and 4.
217	M-1928	1	Floor beam between floor plates 4 and 5.
217	M-1929	1	Floor beam between floor plates 6 and 7.
217	M-1930	1	Floor beam between floor plates 7 and 8.
217	M-1931	1	Floor plate No. 1.
217	M-1932	1	Floor plate No. 2.
217	M-1933	1	Floor plate No. 3.
217	M-1934	1	Floor plate No. 4.
217	M-1935	1	Floor plate No. 5.
217	M-1936	1	Floor plate No. 6.
217	M-1937	1	Floor plate No. 7.
217	M-1938	1	Floor plate No. 8.
217	M-1939	1	Floor plate under petrol tank.
217	M-1940	1	Butt strap between floor plates 1 and 2.
217	M-1941	1	Floor beams between floor plates 2 and 3.
217	M-1942	2	Floor angle at bulkhead.
217	M-1943	1	Connecting angle (backplate to floor).
217	M-1944	2	Roller track for sponsons.
217	M-1945	2	Inside cleat for sponsons.
217	M-1946	2	Center cleat for sponsons.
217	M-1947	2	Outside cleat for sponsons.
217	M-1948	1	Commode cover for engine-room floor.
217	M-1949	1	Cover plate to hole in No. 2 floor plate.
217	M-1961	2	Front wing (lower plate outside).
217	M-1962	2	Front wing (upper plate outside)
217	M-1963	2	Outside plate in front of sponson.
217	M-1964	2	Front inside upper plate.
217	M-1965	2	Front plate under sponson.
217	M-1966	2	Back plate under sponson.
217	M-1967	2	Side plate at top of door.
217	M-1968	2	Side plate at side door.
217	M-1969	2	Plate at bottom of door.
217	M-1970	2	Side plate rear of sponson.
217	M-1971	2	Side plate No. 1 engine room.
217	M-1972	2	Vertical angle side to engine-room backplate
217	M-1973	1	Side plate No. 2 engine room.
217	M-1974	1	Gusset stay side plate to roof (engine room).
217	M-1975	2	Back outside wing plate.
217	M-1976	2	Rear outside wing plate.
217	M-1977	2	Inside plate in way of petrol tank.
217	M-1978	2	Rear inside wing plate.
217	M-1979	2	Cover plate shaft mud chute.
217	M-1980	2	Butt strap under sponson (front)
217	M-1981	2	Butt strap under sponson (rear).
217	M-1982	2	Butt strap at top of door.
217	M-1983	2	Inside skirting plate.
217	M-1984	2	Outside skirting plate (front half).
217	M-1985	2	Outside skirting plate (rear half).
217	M-1986	2	Front mud chute (side plate).
217	M-1987	2	Front mud chute (side plate).
217	M-1988	2	Front mud chute (bottom plate).
219	M-1989	2	Front mud chute (back plate).
219	M-1990	2	Side plate (No. 3 engine room).
219	M-1991	1	Removable plate for engine room.
219	M-1992	2	Side plates, top of sponson.
219	M-1993	2	Rear connecting strap.
219	M-1994	2	Exterior longitudinal butt strap.
219	M-1995	2	Front interior butt strap.
219	M-1998	4	Connecting strap for outside skirting plate.
219	M-1999	4	Angle for front wings (inside and outside).
219	M-2000	2	Front outside longitudinal butt strap.
219	M-2001	2	Butt strap for removable plate (engine room).
219	M-2002	2	Bottom packing strip for removable plate.
219	M-2003	1	Engine room back plate.
219	M-2004	4	Rear angle track.
219	M-2005	4	Bottom track angle.
219	M-2006	2	Exterior longitudinal butt strap.
219	M-2007	2	Longitudinal side angle outside.
219	M-2008	2	Longitudinal side angle outside.
219	M-2009	4	Track bulb rail.
219	M-2010	4	Track bulb rail.
219	M-2011	4	Track bulb rail.
219	M-2012	4	Track bulb rail.
219	M-2013	4	Track bulb rail.
219	M-2014	1	Front sloping plate.
